"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pag11",2.87775169569867e-67,0.187547420592431,0.062,0.034,6.28414637789718e-63,"C_6m","Pag1"
"Lrrc56",4.0348436582441e-67,0.590260879763337,0.014,0.004,8.81088809650764e-63,"C_6m","Lrrc56"
"Synpo1",5.28959935766182e-67,0.21094563448993,0.02,0.007,1.15508981173261e-62,"C_6m","Synpo"
"Zdbf2",5.62531409154407e-67,0.403255445488528,0.014,0.004,1.22839983817048e-62,"C_6m","Zdbf2"
"Nlgn31",5.67589422104219e-67,0.566258886700598,0.035,0.015,1.23944502104898e-62,"C_6m","Nlgn3"
"Nat81",6.17447963858958e-67,0.256971845805835,0.032,0.014,1.34832111867881e-62,"C_6m","Nat8"
"Spata1",9.43251673054466e-67,0.737243821944455,0.015,0.004,2.05977867844904e-62,"C_6m","Spata1"
"5031434O11Rik",1.11021789085809e-66,0.985860770621101,0.012,0.003,2.4243828082668e-62,"C_6m","5031434O11Rik"
"Klhl12",1.18249733895933e-66,0.11263920180733,0.027,0.011,2.58221943908549e-62,"C_6m","Klhl12"
"A830018L16Rik",1.36844291426919e-66,0.22304316330966,0.012,0.003,2.98826879188964e-62,"C_6m","A830018L16Rik"
"Kl1",1.44111310861453e-66,0.375343461526869,0.043,0.021,3.14695869528155e-62,"C_6m","Kl"
"Pnmal11",2.21733939495259e-66,0.226040952076362,0.022,0.008,4.84200403675796e-62,"C_6m","Pnmal1"
"Map3k191",2.22430894046817e-66,0.591921058461099,0.014,0.004,4.85722343330034e-62,"C_6m","Map3k19"
"2200002D01Rik",3.99289420523482e-66,0.651501850353196,0.014,0.004,8.71928307597127e-62,"C_6m","2200002D01Rik"
"Sdk21",4.1759382713556e-66,1.81324770500055,0.01,0.002,9.11899640315923e-62,"C_6m","Sdk2"
"Kdr1",5.12672766317164e-66,0.413344198450666,0.051,0.027,1.11952351980679e-61,"C_6m","Kdr"
"Lrrc201",6.91644317229731e-66,0.816385861234704,0.015,0.004,1.51034369553456e-61,"C_6m","Lrrc20"
"Tceal52",7.45991593231443e-66,0.162098731554044,0.022,0.008,1.6290218421395e-61,"C_6m","Tceal5"
"Ttc26",1.37862208538803e-65,0.393889372242071,0.012,0.003,3.01049704786185e-61,"C_6m","Ttc26"
"Plekha6",2.06163136661511e-65,0.187967041244444,0.012,0.003,4.50198441527741e-61,"C_6m","Plekha6"
"4632404H12Rik1",2.0659227555822e-65,0.689209136587468,0.014,0.004,4.51135552136485e-61,"C_6m","4632404H12Rik"
"Shc31",2.6097968647701e-65,2.05177588123437,0.01,0.002,5.69901341359846e-61,"C_6m","Shc3"
"Ier3",2.81733415506118e-65,0.427954935439901,0.09,0.055,6.1522125944071e-61,"C_6m","Ier3"
"Cracr2b",3.13101343054842e-65,0.276505824990333,0.045,0.022,6.83719402828859e-61,"C_6m","Cracr2b"
"Nek1",3.26227480627459e-65,0.181866346845001,0.036,0.016,7.12382949446182e-61,"C_6m","Nek1"
"Gm4890",3.47638727856898e-65,0.139156529201862,0.018,0.006,7.59138690021109e-61,"C_6m","Gm4890"
"Dpf31",4.31495071465993e-65,1.08179570225814,0.017,0.005,9.42255787560289e-61,"C_6m","Dpf3"
"Hmgcs2",6.75604326389111e-65,0.60097069037289,0.05,0.026,1.4753171675359e-60,"C_6m","Hmgcs2"
"Lrrc74b",6.88989123973774e-65,0.334961168429266,0.013,0.003,1.50454555002153e-60,"C_6m","Lrrc74b"
"Cox8b",8.33373044307555e-65,0.52981911156455,0.025,0.01,1.81983671685441e-60,"C_6m","Cox8b"
"Hba-a11",9.86259859151905e-65,0.936346293102623,0.017,0.005,2.15369565443001e-60,"C_6m","Hba-a1"
"Vsig10",1.06089679413414e-64,0.660415837719424,0.018,0.006,2.31668032935072e-60,"C_6m","Vsig10"
"Hebp2",1.10233382911387e-64,0.422526090564872,0.016,0.005,2.40716638263595e-60,"C_6m","Hebp2"
"Xdh1",1.47623721502652e-64,0.839731959058354,0.027,0.011,3.22365920645341e-60,"C_6m","Xdh"
"Aste1",1.4905586895013e-64,0.438700176528241,0.016,0.005,3.25493301026399e-60,"C_6m","Aste1"
"Cfap57",1.53380673609981e-64,0.346253481498763,0.01,0.002,3.34937376962115e-60,"C_6m","Cfap57"
"Trim68",2.06597384858682e-64,0.337976081350186,0.016,0.005,4.51146709315904e-60,"C_6m","Trim68"
"St6galnac51",2.3670552359518e-64,0.681642465731648,0.027,0.011,5.16893851874796e-60,"C_6m","St6galnac5"
"Cyb5rl1",2.40635396968851e-64,0.130714591978512,0.018,0.006,5.2547551636088e-60,"C_6m","Cyb5rl"
"Cacna1d1",2.48930416189685e-64,0.182071743241254,0.025,0.01,5.43589349833416e-60,"C_6m","Cacna1d"
"Serpinb6b",2.87947323817697e-64,0.650031625005267,0.027,0.011,6.28790571020704e-60,"C_6m","Serpinb6b"
"Ntm1",3.09930976422808e-64,0.127702491658203,0.108,0.069,6.76796273214485e-60,"C_6m","Ntm"
"Cdo11",3.29050753239911e-64,0.704391470374263,0.024,0.009,7.18548129849994e-60,"C_6m","Cdo1"
"9330182L06Rik1",3.39505124265757e-64,0.753111144619664,0.022,0.008,7.41377339859134e-60,"C_6m","9330182L06Rik"
"Nat8f51",3.40335346936039e-64,0.271813225138278,0.028,0.011,7.43190297104228e-60,"C_6m","Nat8f5"
"Zkscan21",4.02997298711839e-64,1.49907011713447,0.012,0.003,8.80025201197044e-60,"C_6m","Zkscan2"
"Cys1",4.62015825590811e-64,0.688919480257774,0.012,0.003,1.00890395834265e-59,"C_6m","Cys1"
"Ttc7",4.75947880170348e-64,0.316351978430448,0.024,0.009,1.03932738592799e-59,"C_6m","Ttc7"
"Ogn",4.86020152741213e-64,0.13567187218147,0.023,0.009,1.06132220754099e-59,"C_6m","Ogn"
"Ptpn132",4.91300294932415e-64,0.119805701824018,0.036,0.017,1.07285245404391e-59,"C_6m","Ptpn13"
"Haus61",5.39973292338185e-64,0.836649755810502,0.016,0.005,1.17913967847889e-59,"C_6m","Haus6"
"Qrsl1",5.48841198136305e-64,0.330507118390461,0.027,0.011,1.19850452437025e-59,"C_6m","Qrsl1"
"Crnde",6.94496266157657e-64,0.10254945747046,0.018,0.006,1.51657149640847e-59,"C_6m","Crnde"
"Enkd12",7.48160290736234e-64,0.225804662420771,0.02,0.007,1.63375762688071e-59,"C_6m","Enkd1"
"Rad521",1.10165021102938e-63,0.387852967053934,0.021,0.007,2.40567356582486e-59,"C_6m","Rad52"
"5430402O13Rik",1.24116622259155e-63,0.758873857342017,0.012,0.003,2.71033468027317e-59,"C_6m","5430402O13Rik"
"Zfp92",1.32835911994543e-63,0.304975430709074,0.022,0.008,2.90073781022482e-59,"C_6m","Zfp9"
"Trim251",1.34139119024746e-63,0.400540453054732,0.035,0.016,2.92919594214338e-59,"C_6m","Trim25"
"Zxdb2",1.41030260619662e-63,0.135446208398493,0.024,0.009,3.07967780115156e-59,"C_6m","Zxdb"
"Jakmip11",1.94223460441709e-63,0.483824360592124,0.023,0.008,4.2412577056656e-59,"C_6m","Jakmip1"
"Ifitm1",1.9529792836784e-63,1.04475060123968,0.035,0.016,4.26472086176852e-59,"C_6m","Ifitm1"
"Tmem191c1",2.29724768328942e-63,0.633139806483302,0.029,0.012,5.01649976599911e-59,"C_6m","Tmem191c"
"1700019D03Rik1",3.53563045644797e-63,1.06820415291673,0.024,0.009,7.72075622774544e-59,"C_6m","1700019D03Rik"
"Mgat4a",4.5339570914067e-63,0.159468600755603,0.049,0.025,9.90080210050482e-59,"C_6m","Mgat4a"
"1110017D15Rik1",4.53657763466797e-63,0.191598909828255,0.044,0.022,9.90652458082444e-59,"C_6m","1110017D15Rik"
"Lgals2",5.02793419842377e-63,0.20001952155993,0.014,0.004,1.0979499909098e-58,"C_6m","Lgals2"
"Fkbp5",5.51788547818916e-63,0.397983183597851,0.023,0.009,1.20494065187217e-58,"C_6m","Fkbp5"
"Apc21",5.72753144249651e-63,0.146448850657642,0.032,0.014,1.25072104109796e-58,"C_6m","Apc2"
"Rps6kb21",6.15077047033575e-63,0.137215144125322,0.037,0.017,1.34314374760722e-58,"C_6m","Rps6kb2"
"Tango6",6.79873726148383e-63,0.121925252386995,0.018,0.006,1.48464025579022e-58,"C_6m","Tango6"
"Lrrc6",9.02073963135956e-63,0.734098905450974,0.01,0.002,1.96985891329999e-58,"C_6m","Lrrc6"
"Zc3h12b",1.51307344800406e-62,1.01130258703809,0.011,0.003,3.30409848840647e-58,"C_6m","Zc3h12b"
"Nynrin2",2.04589867540894e-62,0.195474418666773,0.019,0.007,4.46762893749051e-58,"C_6m","Nynrin"
"Rangrf1",2.18882633897036e-62,0.122282930008386,0.05,0.026,4.77974007640958e-58,"C_6m","Rangrf"
"Vps37c",2.21983819186767e-62,0.112630196206765,0.035,0.016,4.84746065958143e-58,"C_6m","Vps37c"
"Tex10",2.27781936389996e-62,0.271727289447901,0.031,0.013,4.97407414494835e-58,"C_6m","Tex10"
"Stmnd1",3.36824523906668e-62,0.627679750514115,0.01,0.002,7.35523712854991e-58,"C_6m","Stmnd1"
"Acrbp1",7.53739600678997e-62,0.474489371084661,0.021,0.007,1.64594116600273e-57,"C_6m","Acrbp"
"Capg",1.58845233608655e-61,0.15015761603035,0.056,0.03,3.4687033663122e-57,"C_6m","Capg"
"Gpatch2l",1.61280276972216e-61,0.260977178060844,0.026,0.011,3.52187740824227e-57,"C_6m","Gpatch2l"
"Nr1h3",1.87115868541888e-61,0.35738196623504,0.021,0.007,4.08604922134921e-57,"C_6m","Nr1h3"
"A530041M06Rik1",1.89039216254291e-61,2.0966445381027,0.012,0.003,4.12804936534495e-57,"C_6m","A530041M06Rik"
"Zbtb262",1.95893278788846e-61,0.240183616494056,0.023,0.009,4.27772152891203e-57,"C_6m","Zbtb26"
"Clec11a",2.01675304374125e-61,0.689025077902365,0.013,0.004,4.40398362161777e-57,"C_6m","Clec11a"
"Mid21",2.45906872302147e-61,0.31664721055087,0.016,0.005,5.36986837046198e-57,"C_6m","Mid2"
"Hist4h41",3.38387728365503e-61,1.35782723013861,0.011,0.003,7.38937282431749e-57,"C_6m","Hist4h4"
"Ccdc151",3.88375587296172e-61,0.303041975199098,0.012,0.003,8.48095769978651e-57,"C_6m","Ccdc151"
"Hps5",4.1305056728933e-61,0.149117335081634,0.038,0.018,9.0197852378971e-57,"C_6m","Hps5"
"Fam92b1",4.84298996839392e-61,0.111444971391257,0.017,0.005,1.05756371939818e-56,"C_6m","Fam92b"
"E530011L22Rik1",8.53276245821041e-61,0.723640211293443,0.012,0.003,1.86329933799941e-56,"C_6m","E530011L22Rik"
"Ebf11",9.08604859801626e-61,0.716722289617794,0.044,0.022,1.98412043234881e-56,"C_6m","Ebf1"
"Raph1",1.33903243635484e-60,0.168216532577261,0.032,0.014,2.92404513126806e-56,"C_6m","Raph1"
"Mdn11",1.56895237103868e-60,0.103636153873875,0.032,0.014,3.42612129263718e-56,"C_6m","Mdn1"
"Ddx20",1.79077448560093e-60,0.200179682750458,0.024,0.009,3.91051424420676e-56,"C_6m","Ddx20"
"Cep70",2.14222701533806e-60,0.168598497993409,0.031,0.014,4.67798113339372e-56,"C_6m","Cep70"
"Rax",3.61053694959992e-60,1.97357320050549,0.01,0.002,7.88432953684135e-56,"C_6m","Rax"
"Maneal1",6.00159197061219e-60,0.131756950499408,0.022,0.008,1.31056763862258e-55,"C_6m","Maneal"
"Cenps1",6.96368570660611e-60,1.6248346205574,0.01,0.002,1.52066004775158e-55,"C_6m","Cenps"
"Gm326881",7.33077964925684e-60,2.01576883817442,0.013,0.003,1.60082235200822e-55,"C_6m","Gm32688"
"Trp53cor1",7.75469729257722e-60,0.329841634723674,0.025,0.01,1.69339324778009e-55,"C_6m","Trp53cor1"
"Mgmt",8.27961760164956e-60,0.632042682684304,0.023,0.009,1.80802009567221e-55,"C_6m","Mgmt"
"Gjb2",8.85073210244791e-60,0.651752822004334,0.021,0.008,1.93273436921155e-55,"C_6m","Gjb2"
"Zfp169",9.19665803189942e-60,1.10225446696279,0.011,0.003,2.00827421442588e-55,"C_6m","Zfp169"
"Gm174551",1.01831365716621e-59,0.597382538268859,0.018,0.006,2.22369153315386e-55,"C_6m","Gm17455"
"Baalc1",1.02304724194284e-59,0.135460138992342,0.116,0.076,2.23402826223059e-55,"C_6m","Baalc"
"Ribc1",1.05354168962545e-59,0.42708248550428,0.014,0.004,2.3006189876351e-55,"C_6m","Ribc1"
"Grrp1",1.13216795186497e-59,0.911966962670715,0.044,0.023,2.47231515648753e-55,"C_6m","Grrp1"
"Lacc11",1.8091169966371e-59,0.364914730114133,0.034,0.016,3.95056878555645e-55,"C_6m","Lacc1"
"Vars21",1.88776667667499e-59,0.115588284781381,0.018,0.006,4.12231609185517e-55,"C_6m","Vars2"
"Firre1",2.21834340026145e-59,0.229785383002629,0.036,0.017,4.84419648315093e-55,"C_6m","Firre"
"Zfp811",2.79808488838046e-59,0.297058679246653,0.022,0.008,6.11017797075641e-55,"C_6m","Zfp81"
"Zfp273",2.94141951878544e-59,0.295595611843391,0.014,0.004,6.42317780317176e-55,"C_6m","Zfp273"
"Arhgef41",3.75510785337608e-59,0.216184984357704,0.029,0.012,8.20002901941735e-55,"C_6m","Arhgef4"
"Rasa41",3.78268429153305e-59,0.482768867923349,0.025,0.01,8.26024768742071e-55,"C_6m","Rasa4"
"Klhl151",3.88195157471536e-59,0.409982855989304,0.016,0.005,8.47701765370594e-55,"C_6m","Klhl15"
"Nqo2",5.43256629870488e-59,0.11628342634068,0.034,0.016,1.18630950264819e-54,"C_6m","Nqo2"
"Zfp5951",5.44211932882129e-59,0.392237296877877,0.017,0.006,1.1883955978347e-54,"C_6m","Zfp595"
"Aasdh",5.58805481141975e-59,0.523901881819755,0.018,0.006,1.22026352916973e-54,"C_6m","Aasdh"
"Spred31",5.91072181877886e-59,0.614589754247025,0.013,0.004,1.29072432356674e-54,"C_6m","Spred3"
"Zfp2871",6.19830214195935e-59,0.297488174549631,0.022,0.008,1.35352323873966e-54,"C_6m","Zfp287"
"Ccdc171",6.38826944711386e-59,0.354727603178382,0.014,0.004,1.39500639916625e-54,"C_6m","Ccdc171"
"Fam114a1",7.38586916632314e-59,0.293601099536221,0.022,0.008,1.61285224984998e-54,"C_6m","Fam114a1"
"Cln6",7.96047313753266e-59,0.117881254725838,0.02,0.007,1.73832851904301e-54,"C_6m","Cln6"
"Gm19522",9.93768475085934e-59,0.651425508391275,0.013,0.003,2.17009221904515e-54,"C_6m","Gm19522"
"Adgre5",1.21567041993207e-58,0.210854018143536,0.044,0.022,2.65465949600567e-54,"C_6m","Adgre5"
"Atp13a41",1.46689739577311e-58,0.211819797779175,0.049,0.026,3.20326384314973e-54,"C_6m","Atp13a4"
"1700086O06Rik",1.56638872051985e-58,0.126654984938817,0.024,0.009,3.42052304899919e-54,"C_6m","1700086O06Rik"
"6230400D17Rik",1.8461528826245e-58,0.552409490093092,0.012,0.003,4.03144404978713e-54,"C_6m","6230400D17Rik"
"Ldhd1",2.41901295086694e-58,0.504683390881134,0.014,0.004,5.28239858080814e-54,"C_6m","Ldhd"
"Isoc2b1",3.04533596201706e-58,0.12296096113576,0.029,0.013,6.65010014025666e-54,"C_6m","Isoc2b"
"Snph2",3.60451971696954e-58,0.413032954800796,0.02,0.007,7.87118970594638e-54,"C_6m","Snph"
"2010300C02Rik",4.91052986544188e-58,0.160631878887176,0.012,0.003,1.07231240671654e-53,"C_6m","2010300C02Rik"
"Pax61",6.57501926443153e-58,0.675310134337446,0.032,0.015,1.43578695677391e-53,"C_6m","Pax6"
"Kirrel2",1.97583785449474e-57,0.898560705057379,0.011,0.003,4.31463712286015e-53,"C_6m","Kirrel2"
"Rasgrf11",2.27954832371644e-57,1.04215096439507,0.015,0.005,4.9778496744996e-53,"C_6m","Rasgrf1"
"Car5b1",2.46456459810793e-57,0.12760403931999,0.015,0.005,5.38186971288829e-53,"C_6m","Car5b"
"2310030G06Rik",2.53266804181052e-57,0.573098388993409,0.01,0.003,5.53058720290163e-53,"C_6m","2310030G06Rik"
"Id1",3.06097832691236e-57,0.409663941144915,0.128,0.087,6.68425837247852e-53,"C_6m","Id1"
"D330041H03Rik1",3.08923285291702e-57,0.955377986826744,0.014,0.004,6.7459577809149e-53,"C_6m","D330041H03Rik"
"Odf3b1",3.59115653847874e-57,0.187410597002638,0.02,0.007,7.84200853307602e-53,"C_6m","Odf3b"
"I830077J02Rik1",3.67518153149966e-57,0.727433166325571,0.019,0.007,8.02549391033581e-53,"C_6m","I830077J02Rik"
"BC0511421",4.29597737768221e-57,0.573579453148367,0.015,0.005,9.38112579964465e-53,"C_6m","BC051142"
"Adamtsl5",4.903369621104e-57,1.04452650442501,0.012,0.003,1.07074882416048e-52,"C_6m","Adamtsl5"
"Rab431",5.25915805695194e-57,0.295221598635344,0.027,0.012,1.1484423448966e-52,"C_6m","Rab43"
"Gfap1",8.02566583595783e-57,0.281908350261811,0.096,0.062,1.75256464859811e-52,"C_6m","Gfap"
"Etv3",8.47945374620225e-57,0.147327854609697,0.033,0.015,1.85165831455818e-52,"C_6m","Etv3"
"Gstm4",1.10219741855376e-56,0.24433500005061,0.021,0.008,2.40686850289584e-52,"C_6m","Gstm4"
"1810021B22Rik",1.12884166906475e-56,0.176846177196217,0.017,0.005,2.46505155273669e-52,"C_6m","1810021B22Rik"
"P4ha3",1.20461517602166e-56,0.700785523056254,0.011,0.003,2.63051815987849e-52,"C_6m","P4ha3"
"Lhx21",1.20999844041102e-56,0.121829733645766,0.075,0.045,2.64227359432554e-52,"C_6m","Lhx2"
"Bbs10",1.88483104651215e-56,0.302497720572202,0.013,0.004,4.11590555626859e-52,"C_6m","Bbs10"
"Slc38a6",2.10359023821507e-56,0.202308731322404,0.03,0.013,4.59361000319025e-52,"C_6m","Slc38a6"
"Fam129a",2.18359915775177e-56,0.661899557551526,0.018,0.006,4.76832548078253e-52,"C_6m","Fam129a"
"Fam217b1",2.4081825218078e-56,0.961634378420698,0.02,0.007,5.25874817287169e-52,"C_6m","Fam217b"
"Ptpn18",3.70818088998705e-56,0.342316061502006,0.113,0.076,8.09755460946473e-52,"C_6m","Ptpn18"
"Gm106021",3.95184359182039e-56,1.70071200162715,0.011,0.003,8.62964085145819e-52,"C_6m","Gm10602"
"Epb41l4b1",4.7748056132185e-56,0.681273355459572,0.014,0.004,1.04267430175852e-51,"C_6m","Epb41l4b"
"Lrrc91",6.26017008214024e-56,0.629273921794861,0.017,0.006,1.36703334083696e-51,"C_6m","Lrrc9"
"Tekt41",6.71069509118147e-56,0.223187619319534,0.016,0.005,1.4654144870613e-51,"C_6m","Tekt4"
"Ccdc85a1",8.16737112798381e-56,0.518643995961281,0.027,0.012,1.78350883321782e-51,"C_6m","Ccdc85a"
"Anxa2",9.15530441108605e-56,0.14721327334955,0.07,0.042,1.99924382424886e-51,"C_6m","Anxa2"
"Syngap1",1.07172201124859e-55,0.793588963021809,0.01,0.002,2.34031935596354e-51,"C_6m","Syngap1"
"Cadps2",1.66615626320773e-55,0.290090715991963,0.012,0.003,3.63838543196672e-51,"C_6m","Cadps2"
"Sema3c1",1.68100615687871e-55,0.274903908828378,0.046,0.025,3.67081314477604e-51,"C_6m","Sema3c"
"Insyn11",1.70412875651061e-55,1.99007375569939,0.01,0.002,3.72130596559221e-51,"C_6m","Insyn1"
"Pde5a",5.73719594906736e-55,0.134100309887792,0.021,0.008,1.25283147939784e-50,"C_6m","Pde5a"
"Adamts10",6.93507952872568e-55,0.37248017228408,0.025,0.01,1.51441331668783e-50,"C_6m","Adamts10"
"Tgfbi",7.33328554193334e-55,0.632611336515112,0.032,0.015,1.60136956379198e-50,"C_6m","Tgfbi"
"Stk36",8.01096169932464e-55,0.182560766279227,0.013,0.004,1.74935370628152e-50,"C_6m","Stk36"
"Plekho1",9.79909233537176e-55,0.1432243900055,0.095,0.062,2.13982779327513e-50,"C_6m","Plekho1"
"Tspan12",1.22880362223242e-54,0.240906795468159,0.069,0.042,2.68333846986893e-50,"C_6m","Tspan12"
"Zfp6411",1.23140450536581e-54,1.2317666335886,0.01,0.002,2.68901801836732e-50,"C_6m","Zfp641"
"Zfp697",2.14717215727688e-54,0.847014646535277,0.013,0.004,4.68877983984553e-50,"C_6m","Zfp697"
"Pcdhb22",2.73930740330915e-54,0.816340934925933,0.011,0.003,5.98182557660618e-50,"C_6m","Pcdhb22"
"Cidea",2.8101139509838e-54,0.626567153766588,0.012,0.003,6.13644583476332e-50,"C_6m","Cidea"
"Gm157062",4.37533661422392e-54,0.354180440152056,0.016,0.006,9.55442256448077e-50,"C_6m","Gm15706"
"Pstpip1",4.569106415905e-54,0.860045890813253,0.011,0.003,9.97755768041176e-50,"C_6m","Pstpip1"
"Pde8b",4.60928583439581e-54,0.376831911009068,0.041,0.021,1.00652974765701e-49,"C_6m","Pde8b"
"Slc25a35",4.8578910471174e-54,0.259181709627859,0.022,0.009,1.06081766795903e-49,"C_6m","Slc25a35"
"Gm384141",5.51677085820799e-54,2.00417619546202,0.011,0.003,1.20469725230688e-49,"C_6m","Gm38414"
"Prr51",5.80313074780609e-54,0.726684858183391,0.03,0.014,1.26722966139842e-49,"C_6m","Prr5"
"Gask1a1",5.96936645910023e-54,2.08551440573792,0.011,0.003,1.30353055367372e-49,"C_6m","Gask1a"
"Itih31",1.00693135136725e-53,0.225821447213532,0.209,0.156,2.19883599198067e-49,"C_6m","Itih3"
"Rara1",1.15005974900532e-53,0.180728596074284,0.017,0.006,2.51138547390292e-49,"C_6m","Rara"
"Arhgef5",1.48621861321893e-53,0.137287835909897,0.023,0.009,3.24545558568618e-49,"C_6m","Arhgef5"
"Rgl11",1.52721862907838e-53,0.117376457277588,0.047,0.025,3.33498732031845e-49,"C_6m","Rgl1"
"Zfp4231",1.54326090748557e-53,0.103391367509302,0.024,0.01,3.37001884367624e-49,"C_6m","Zfp423"
"Kctd12b1",1.85639506754367e-53,0.280912112176983,0.032,0.015,4.05380990899511e-49,"C_6m","Kctd12b"
"Plcd3",1.85717944542237e-53,0.415938289126877,0.01,0.003,4.05552275496884e-49,"C_6m","Plcd3"
"Hps1",2.06503363262454e-53,0.159617459150788,0.027,0.012,4.50941394356221e-49,"C_6m","Hps1"
"Nmnat3",2.69756896147465e-53,0.662792945179962,0.012,0.003,5.89068134117219e-49,"C_6m","Nmnat3"
"Rab26os",3.30114256419054e-53,0.461773455325881,0.028,0.013,7.20870501742288e-49,"C_6m","Rab26os"
"Calhm2",3.36407726245762e-53,0.209689114915231,0.024,0.01,7.3461355180287e-49,"C_6m","Calhm2"
"Cacna1a1",3.43846425099305e-53,0.376363788923136,0.028,0.012,7.50857438489351e-49,"C_6m","Cacna1a"
"Ldhb1",9.042459524014e-53,0.11218187844562,0.553,0.453,1.97460188625894e-48,"C_6m","Ldhb"
"Wdr17",1.02351272570077e-52,0.783741144482885,0.011,0.003,2.23504473911276e-48,"C_6m","Wdr17"
