"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Spout1",8.27259993606298e-82,-9.05163228004805,0,0.182,1.71979080070813e-77
"Dop1a",8.27259993606298e-82,-9.17651019846899,0,0.182,1.71979080070813e-77
"Rxylt1",8.27259993606298e-82,-9.24736641505186,0,0.182,1.71979080070813e-77
"Pimreg",8.27259993606298e-82,-9.77243669469485,0,0.182,1.71979080070813e-77
"Mrm3",8.27259993606298e-82,-8.91970043390153,0,0.182,1.71979080070813e-77
"Gm26917",8.27259993606298e-82,-9.82714443715233,0,0.182,1.71979080070813e-77
"Supt20",1.66000319073263e-81,-3.04748340704678,0.015,0.307,3.45098063321406e-77
"Cacng7",1.87847168657978e-81,-6.39856356564361,0.001,0.188,3.9051547892307e-77
"Rps20",7.53965757587781e-81,-2.2681908081259,0.489,0.966,1.56741941344924e-76
"Rps21",4.87327722771618e-80,-2.06101671305853,0.566,0.989,1.01310560286992e-75
"Uba52,Ubc",6.93384392762012e-80,12.2094380708544,0.855,0,1.44147681411295e-75
"Aig1",1.81670861378826e-79,-4.14606265809136,0.006,0.239,3.7767555372044e-75
"Tnrc6c",2.36887593973906e-79,-2.18131720872937,0.045,0.46,4.92465619112354e-75
"Cit",2.65805908310634e-79,-4.5792361116944,0.008,0.25,5.52583902786978e-75
"Castor2",2.82577131695309e-79,-9.23618578155519,0,0.176,5.87449599081377e-75
"Ptprn",3.08817596353376e-79,-4.58113280874311,0.006,0.233,6.42000901059033e-75
"H3f3a,H3f3b",1.65642797183467e-78,13.5115534988825,0.847,0,3.44354811064709e-74
"Tulp4",3.3242020923041e-78,-1.74271030182435,0.057,0.506,6.91068372969099e-74
"Rps10",4.00372711360878e-78,-2.11196837995488,0.507,0.966,8.32334829648129e-74
"Zfp266",1.66451560463096e-77,-1.9141921489559,0.062,0.523,3.46036149046731e-73
"Nisch",3.76447800659681e-77,-1.81802415111091,0.082,0.597,7.82597332791411e-73
"Dvl3",3.96470605806137e-77,-3.95876739697779,0.006,0.233,8.24222742410379e-73
"Gm10762",9.60558281578275e-77,-9.05426571239578,0,0.17,1.99690461157308e-72
"AW047730",9.60558281578275e-77,-9.9751304313869,0,0.17,1.99690461157308e-72
"Pwwp3a",9.60558281578275e-77,-9.15056884218712,0,0.17,1.99690461157308e-72
"Eif3j2",9.60558281578275e-77,-8.88392402155628,0,0.17,1.99690461157308e-72
"Hist1h1e",1.24923652320209e-76,-2.95277981955569,0.029,0.369,2.59703780808483e-72
"Usp18",3.10586194571815e-76,-6.34545858994478,0.001,0.182,6.45677639895347e-72
"Snhg12",7.61884182110142e-76,-1.80631734742544,0.039,0.42,1.58388102618877e-71
"Nrip1",1.49567935186934e-75,-3.0737803446615,0.013,0.278,3.10936780460117e-71
"Alkbh1",1.57930759875457e-75,-2.34113490162542,0.024,0.347,3.28322256705087e-71
"Ccnt2",3.22935309053429e-75,-3.05841231409679,0.011,0.267,6.71350213991173e-71
"Tnpo1",2.49231621202057e-74,-2.75605265012939,0.014,0.284,5.18127617316957e-70
"2900093K20Rik",3.24952118102831e-74,-9.06676207044653,0,0.165,6.75542958323975e-70
"Zup1",3.24952118102831e-74,-9.1529643380753,0,0.165,6.75542958323975e-70
"Plcb4",1.65798827960941e-73,-3.04039306939976,0.009,0.244,3.44679183448e-69
"Slc25a27",2.56128812611957e-73,-2.19475969577388,0.025,0.347,5.32466188538998e-69
"Ddx50",3.29915076969845e-73,-1.84015773891164,0.076,0.557,6.85860453512611e-69
"Mcl1",4.68820223640087e-73,-1.91174714448654,0.047,0.449,9.74630362925376e-69
"Dnttip1",1.09068755360284e-72,-2.08167637351945,0.031,0.375,2.26743035518494e-68
"Abhd2",1.16818298401764e-72,-5.02246072764481,0.004,0.205,2.42853560547427e-68
"Relch",1.09406410113452e-71,-8.88107224101241,0,0.159,2.27444985984855e-67
"Knl1",1.09406410113452e-71,-9.58835096115211,0,0.159,2.27444985984855e-67
"Khdc4",1.09406410113452e-71,-8.96722181439321,0,0.159,2.27444985984855e-67
"Ecpas",1.09406410113452e-71,-9.04917239399524,0,0.159,2.27444985984855e-67
"Ints11",1.09406410113452e-71,-8.8331332420884,0,0.159,2.27444985984855e-67
"Mtss2",1.09406410113452e-71,-9.45041741227871,0,0.159,2.27444985984855e-67
"1190005I06Rik",1.09406410113452e-71,-9.20299928813841,0,0.159,2.27444985984855e-67
"Dcaf1",1.09406410113452e-71,-9.25306657060074,0,0.159,2.27444985984855e-67
"Erbin",1.09406410113452e-71,-9.00422840658043,0,0.159,2.27444985984855e-67
"Gm7324",1.09406410113452e-71,-8.63690452666321,0,0.159,2.27444985984855e-67
"Shf",4.11341984793982e-71,-4.28786912949005,0.005,0.21,8.5513885218821e-67
"Crebzf",6.93636089950397e-71,-2.08898935018879,0.026,0.341,1.44200006739788e-66
"Mapk8ip3",1.58857028511708e-70,-2.54933236733746,0.016,0.284,3.30247876572991e-66
"Purb",2.4750336485028e-70,-1.59672194230541,0.115,0.665,5.14534745187246e-66
"Rpl30",1.63311146532279e-69,-1.86540398585885,0.53,0.983,3.39507542525956e-65
"Nfat5",2.1898927653862e-69,-2.66747986465757,0.017,0.29,4.55256806996137e-65
"Hnrnpa2b1",3.59428932312707e-69,-1.97378306540318,0.212,0.818,7.47216807384886e-65
"6430590A07Rik",3.66618616046142e-69,-9.21558335072745,0,0.153,7.62163440898325e-65
"Gucy1b1",3.66618616046142e-69,-9.1101356803752,0,0.153,7.62163440898325e-65
"Gucy1a1",3.66618616046142e-69,-9.24552857693796,0,0.153,7.62163440898325e-65
"Virma",3.66618616046142e-69,-9.09895713761403,0,0.153,7.62163440898325e-65
"Eloa",3.66618616046142e-69,-8.99512626252776,0,0.153,7.62163440898325e-65
"Grk3",3.66618616046142e-69,-9.54612839751651,0,0.153,7.62163440898325e-65
"Gm48226",3.66618616046142e-69,-8.7173821634937,0,0.153,7.62163440898325e-65
"Tmem267",3.66618616046142e-69,-8.8153178825067,0,0.153,7.62163440898325e-65
"AY036118",3.66618616046142e-69,-9.37901556348427,0,0.153,7.62163440898325e-65
"Mmut",3.66618616046142e-69,-8.83748222665353,0,0.153,7.62163440898325e-65
"Proser1",3.88485558896063e-69,-2.28017593926906,0.019,0.301,8.07622628389025e-65
"Khdrbs3",6.47596213453597e-69,-2.15461170917732,0.069,0.511,1.34628776814868e-64
"Ccnt1",7.09690913411446e-69,-2.47631523983214,0.024,0.324,1.47537643989105e-64
"Ipo7",3.95115252817271e-68,-3.23420592822706,0.013,0.261,8.21405099081825e-64
"Cdk8",6.17218378162805e-68,-2.47906540231994,0.013,0.261,1.28313528636265e-63
"Phc2",1.025694591106e-67,-2.24837848698844,0.024,0.324,2.13231648545027e-63
