"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pnp",1.46653837858962e-99,-1.66869326463844,0.211,0.687,3.04878663524995e-95
"Pmepa1",2.01338259949326e-99,-1.75838793609834,0.197,0.653,4.18562108608654e-95
"Spaar",2.89486610867612e-99,-10.0280704192947,0,0.228,6.01813715332679e-95
"Retreg2",2.894867657051e-99,-9.71432177597129,0,0.228,6.01814037224332e-95
"Wbp5",1.30528857190009e-98,10.895622869399,0.481,0,2.7135644121231e-94
"Fam241a",1.50381812494271e-98,-9.72314887111748,0,0.226,3.1262874999434e-94
"Slc38a2",2.40373416679591e-98,-1.87801928578659,0.153,0.584,4.99712295935202e-94
"Tgoln1",3.39857977328247e-98,-1.94430957978689,0.084,0.47,7.06530749067692e-94
"Tmem245",6.0695387066706e-98,-4.00395302140086,0.012,0.274,1.26179640172975e-93
"Myeov2",7.46693193798632e-98,10.8161385341717,0.478,0,1.55230048058798e-93
"Ifi27l2a",7.79247271265323e-98,-5.710781010622,0.016,0.282,1.61997715223348e-93
"Herc6",1.14509206586901e-96,-3.14022375817268,0.031,0.331,2.38053189573509e-92
"Grk2",2.0917622157539e-96,-9.62529291165574,0,0.222,4.34856447033078e-92
"Rxylt1",2.09176333098184e-96,-9.76008340106156,0,0.222,4.34856678877814e-92
"Pwwp3a",2.09176444621037e-96,-9.59131748170079,0,0.222,4.34856910722673e-92
"Prelid3b",2.09176556143965e-96,-9.78852061047751,0,0.222,4.34857142567688e-92
"Ftl1",2.31846269567014e-96,0.800297452893859,0.955,0.994,4.81985209802865e-92
"Itprid2",1.0810024573663e-95,-9.86964940970553,0,0.22,2.2472960086188e-91
"Mia2",1.0810030332427e-95,-9.66047816975932,0,0.22,2.24729720580824e-91
"Pkn1",1.5152128090704e-95,-2.63167583505247,0.033,0.337,3.14997590877646e-91
"Grasp",1.85352011340617e-95,-1.66360701850393,0.117,0.535,3.85328296376009e-91
"Ly6a",2.11736960728594e-95,-1.48140120466118,0.836,0.962,4.40179967658674e-91
"Mt1",2.3530923054225e-95,-1.2990507411144,0.545,0.924,4.89184359374284e-91
"Kmt5b",5.5792872161596e-95,-9.5857484635765,0,0.218,1.15987801936742e-90
"Kmt5a",5.5792901859978e-95,-9.73629943828031,0,0.218,1.15987863676708e-90
"Gm17018",5.57929315583717e-95,-9.53323947259175,0,0.218,1.15987925416699e-90
"Csprs",5.57929315583717e-95,-9.8380525637069,0,0.218,1.15987925416699e-90
"Ier3",1.47822417657971e-94,-2.20446139590357,0.151,0.563,3.07308024069155e-90
"Pip4p1",2.87587632501178e-94,-9.69660425613159,0,0.217,5.978659292067e-90
"Cd47",3.84926644597361e-94,-1.54396661410613,0.252,0.715,8.00224001453454e-90
